2.457374642845599912e+06 3.959613405906484487e-03 1.294183685200309304e-02
2.457374713224105537e+06 1.250999694316530172e-02 1.382064108268655014e-02
2.457374782633249648e+06 -1.146502807328933678e-02 1.071529670205371813e-02
2.457374852484738920e+06 -2.181899825698755541e-02 1.131782263628743936e-02
2.457374922145227902e+06 -1.359806185354041005e-02 1.555414611828151612e-02
2.457374992535499856e+06 3.793682049601331766e-03 1.318679307023827921e-02
2.457375062192433979e+06 2.137070925977794904e-03 7.843314112808518271e-03
2.457375131773458794e+06 3.690845776698780268e-03 1.603170603051513529e-02
2.457375202036840376e+06 -1.300651849734839154e-02 1.476211639973342392e-02
2.457375271664875094e+06 3.308563994801006695e-04 1.569545550384752325e-02
2.457375341459461488e+06 5.890479681863646823e-03 1.293063002343085646e-02
2.457375410352523904e+06 4.521325131628996415e-03 1.155512667952028789e-02
2.457375480684520211e+06 -3.720629563917882045e-03 1.305215423851074918e-02
2.457375550732741132e+06 1.374596279443871492e-02 1.582574229595168705e-02
2.457375620162217412e+06 -5.190395114249381214e-03 1.729001545117745406e-03
2.457375689791708719e+06 -3.190857790065736426e-04 1.963707279971892757e-03
2.457375759791519959e+06 -2.401763402706604943e-03 1.710759615271560761e-03
2.457375829444636591e+06 7.037986215689622828e-03 1.949038650266081158e-03
2.457375899140571710e+06 7.951656129560632710e-03 1.865877236869438504e-03
2.457375968887919560e+06 1.208427038379345994e-02 1.315237743217241573e-03
2.457376038701839745e+06 1.137290676405355340e-02 1.656981861602034589e-03
2.457376108466499951e+06 1.253116772002773986e-02 1.596079190920872458e-03
2.457376178274679929e+06 1.088820070826948018e-02 1.476882323691284821e-03
2.457376247985916678e+06 6.832179892913524226e-03 1.318043125124279506e-03
2.457376317880564835e+06 5.748009709715777571e-03 1.300071934784573181e-03
2.457376387670880184e+06 5.518831405260358775e-04 1.379838454519812614e-03
2.457376457521679811e+06 -3.118729080539657614e-03 1.723928028354543979e-03
2.457376526944153942e+06 -3.741603991764458348e-03 1.295340267172431174e-03
2.457376596763416659e+06 -9.637028541200229554e-04 1.281593732077662955e-03
2.457376665610499680e+06 -4.376862992327151466e-03 1.361055650928186256e-03
2.457376736110478174e+06 -8.724427544888396432e-03 1.705075608823731353e-03
2.457376806191652082e+06 -5.995317232493238210e-03 1.305383839750624744e-03
2.457376875812863931e+06 -8.186396431048457642e-03 1.183729153171982594e-03
2.457376944963600021e+06 -3.332100539277411087e-03 2.063600408252724665e-03
2.457377015495782718e+06 -1.297180453869855535e-03 1.340344114034838470e-03
2.457377085706846323e+06 -1.377225430701291839e-03 1.532703029828109010e-03
2.457377154931762256e+06 -5.317393076434146458e-03 1.698184031339599253e-03
2.457377224734682124e+06 -1.326965561277279604e-02 1.857542410449947688e-03
2.457377294314260595e+06 -1.496705543209199754e-02 1.608742589692554147e-03
2.457377364298608620e+06 -1.315034920827531581e-02 1.380059962730945632e-03
2.457377433948388789e+06 -9.405980418367488639e-04 1.403097437373179842e-03
2.457377503597349860e+06 6.457153296855816169e-03 1.569025746602317880e-03
2.457377573472789023e+06 6.066606367212204649e-03 1.847723191805066088e-03
2.457377643558079842e+06 1.692510753848114292e-03 1.570331015568614871e-03
2.457377712903399952e+06 -1.179994077128389447e-02 1.045758274064202470e-03
2.457377782622874714e+06 -1.668671251311491105e-02 1.192317942311288924e-03
2.457377852508182172e+06 -1.737205329044602328e-02 1.232084641875251562e-03
2.457377922416375484e+06 -1.896932244872426634e-02 1.253567957088041118e-03
2.457377992243600544e+06 -1.566155259571265154e-02 1.233652185692787548e-03
2.457378061803695280e+06 -1.306731405034437278e-02 1.736284866295662206e-03
2.457378131327119656e+06 -9.116528758260413270e-03 1.345576616130940342e-03
2.457378201583958231e+06 -3.379037121341657308e-03 1.626987289814875752e-03
2.457378270826260559e+06 6.973584190442867758e-03 1.931760748165082652e-03
2.457378340462408494e+06 1.351482071016686312e-02 1.558827448907797045e-03
2.457378410611839965e+06 1.294831071484527779e-02 1.937760623287342705e-03
2.457378480588125531e+06 1.046986466094878242e-02 1.703253493429759133e-03
2.457378550684679765e+06 7.144194067748718506e-03 1.568016586475052751e-03
2.457378619879428763e+06 7.165704634173168143e-03 1.709992036219886054e-03
2.457378689432125073e+06 6.904640323389568679e-03 1.525530260636281856e-03
2.457378760056375526e+06 5.284747476494634777e-03 1.685147417344564627e-03
2.457378828769473359e+06 6.929366433148688963e-03 1.615239827477214438e-03
2.457378898692182731e+06 9.468743729496730335e-03 1.601007039846613416e-03
2.457378968663499691e+06 1.538646067868316460e-02 1.445612689645446418e-03
2.457379039022863843e+06 1.981635616293176208e-02 1.525423499557090499e-03
2.457379108484653756e+06 1.988805852509809360e-02 1.261734266675384065e-03
2.457379597005590796e+06 1.158014528396471114e-02 1.612845728574697438e-03
2.457379666509208735e+06 1.315916054606972550e-02 1.455656919037501100e-03
2.457379736325260717e+06 1.075775053315025827e-02 1.415077842706366105e-03
2.457379806389681995e+06 1.366696999550073670e-02 1.531847193287820021e-03
2.457379875321949832e+06 1.333939373692342653e-02 1.282264044238588894e-03
2.457379945345181972e+06 1.476020552555783877e-02 2.148218161850751033e-03
2.457380015445653815e+06 1.252323922060268740e-02 1.384383004909967062e-03
2.457380085322773084e+06 1.299443880968616585e-02 1.804748082511318423e-03
2.457380154515761882e+06 9.869429754497152998e-03 1.147193932202472677e-03
2.457380224896727130e+06 5.895973323691289583e-03 1.454947737696984282e-03
2.457380294470500201e+06 4.927570872563139838e-03 1.962538324253468042e-03
2.457380433479708154e+06 -6.941639464821738057e-04 1.490397416208455146e-03
2.457380503560708370e+06 3.166644114069937341e-04 2.032752220773063976e-03
2.457380573180666659e+06 3.299609886833474066e-03 1.558491751437070510e-03
2.457380712562521920e+06 7.828573300506861928e-04 1.497419638038958957e-03
2.457380851975707803e+06 -3.271224881845500795e-04 2.181753736582508780e-03
2.457380921525130514e+06 -4.230450660891610717e-03 1.339672428466086697e-03
2.457380992267733440e+06 -8.389445947093511838e-03 1.877287652584941216e-03
2.457381131296000443e+06 -9.199372284705497824e-03 2.239119696746323749e-03
2.457381201933777425e+06 -8.823855361084872312e-03 1.866160471165308112e-03
2.457381341060230508e+06 -7.924310222628898337e-03 1.566218708131713504e-03
2.457381409823722206e+06 -4.692990657932095272e-03 1.228033638571733588e-03
2.457381479869782459e+06 -2.517657019218127925e-03 1.969556886860506818e-03
2.457381549325428437e+06 -7.340497271106203973e-03 1.312726232918040277e-03
2.457381688360818196e+06 -1.007252899375069184e-02 2.395492278461391900e-03
2.457381759441681206e+06 -3.714069764530164401e-03 1.658827092901700743e-03
2.457381829592286143e+06 -9.143023974573229965e-04 2.425259645783190733e-03
2.457381898347652052e+06 1.396247751513325294e-03 1.517665293648885879e-03
2.457381968540286180e+06 -4.160658806386836883e-04 1.634208092790493012e-03
2.457382037737478502e+06 -5.345547944549309399e-03 1.614286815162998883e-03
